name,salary,start_year,end_year,team,team_full_name
Scott Williams," $4,200,000.00 ",2000,2001,MIL,Milwaukee Bucks
Scott Williams," $4,650,000.00 ",2001,2002,DEN,Denver Nuggets
Scott Williams," $1,030,000.00 ",2002,2003,PHO,Phoenix Suns
Scott Williams," $1,070,000.00 ",2003,2004,PHO,Phoenix Suns
Scottie Pippen," $13,750,000.00 ",2000,2001,POR,Portland Trail Blazers
Scottie Pippen," $18,083,564.00 ",2001,2002,POR,Portland Trail Blazers
Scottie Pippen," $19,727,524.00 ",2002,2003,POR,Portland Trail Blazers
Scottie Pippen," $4,917,000.00 ",2003,2004,CHI,Chicago Bulls
Sean Lampley," $349,458.00 ",2002,2003,MIA,Miami Heat
Sean Lampley," $89,364.00 ",2003,2004,GSW,Golden State Warriors
Sean Marks," $565,850.00 ",2001,2002,MIA,Miami Heat
Sean Marks," $612,435.00 ",2002,2003,MIA,Miami Heat
Sean Marks," $596,295.00 ",2003,2004,SAS,San Antonio Spurs
Sean Rooks," $2,160,000.00 ",2000,2001,LAC,Los Angeles Clippers
Sean Rooks," $2,400,000.00 ",2001,2002,LAC,Los Angeles Clippers
Sean Rooks," $2,640,000.00 ",2002,2003,LAC,Los Angeles Clippers
Sean Rooks," $1,070,000.00 ",2003,2004,NOH,New Orleans Pelicans
Shammond Williams," $550,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Shammond Williams," $1,750,000.00 ",2001,2002,OKC,Oklahoma City Thunder
Shammond Williams," $2,000,000.00 ",2002,2003,BOS,Boston Celtic
Shammond Williams," $751,179.00 ",2003,2004,ORL,Orlando Magic
Shandon Anderson," $2,200,000.00 ",2000,2001,HOU,Houston Rockets
Shandon Anderson," $5,500,000.00 ",2001,2002,NYK,New York Knicks
Shandon Anderson," $6,100,000.00 ",2002,2003,NYK,New York Knicks
Shandon Anderson," $6,700,000.00 ",2003,2004,NYK,New York Knicks
Shane Battier," $2,203,080.00 ",2001,2002,MEM,Memphis Grizzlies
Shane Battier," $2,368,200.00 ",2002,2003,MEM,Memphis Grizzlies
Shane Battier," $2,533,440.00 ",2003,2004,MEM,Memphis Grizzlies
Shane Heal," $75,615.00 ",2003,2004,SAS,San Antonio Spurs
Shaquille O\'Neal," $19,285,715.00 ",2000,2001,LAL,Los Angeles Lakers
Shaquille O\'Neal," $21,428,572.00 ",2001,2002,LAL,Los Angeles Lakers
Shaquille O\'Neal," $23,571,429.00 ",2002,2003,LAL,Los Angeles Lakers
Shaquille O\'Neal," $24,749,999.00 ",2003,2004,LAL,Los Angeles Lakers
Shareef Abdur-Rahim," $10,130,000.00 ",2000,2001,MEM,Memphis Grizzlies
Shareef Abdur-Rahim," $11,250,000.00 ",2001,2002,ATL,Atlanta Hawks
Shareef Abdur-Rahim," $12,375,000.00 ",2002,2003,ATL,Atlanta Hawks
Shareef Abdur-Rahim," $13,500,000.00 ",2003,2004,ATL,Atlanta Hawks
Shawn Bradley," $8,370,000.00 ",2000,2001,DAL,Dallas Mavericks
Shawn Bradley," $4,500,000.00 ",2001,2002,DAL,Dallas Mavericks
Shawn Bradley," $4,000,000.00 ",2002,2003,DAL,Dallas Mavericks
Shawn Kemp," $11,720,000.00 ",2000,2001,POR,Portland Trail Blazers
Shawn Kemp," $12,660,000.00 ",2001,2002,POR,Portland Trail Blazers
Shawn Kemp," $12,621,028.00 ",2002,2003,POR,Portland Trail Blazers
Shawn Kemp," $1,030,000.00 ",2002,2003,ORL,Orlando Magic
Shawn Kemp," $14,941,935.00 ",2003,2004,POR,Portland Trail Blazers
Shawn Marion," $1,662,240.00 ",2000,2001,PHO,Phoenix Suns
Shawn Marion," $1,778,160.00 ",2001,2002,PHO,Phoenix Suns
Shawn Marion," $2,265,375.00 ",2002,2003,PHO,Phoenix Suns
Shawn Marion," $10,960,000.00 ",2003,2004,PHO,Phoenix Suns
Shawnelle Scott," $590,850.00 ",2001,2002,DEN,Denver Nuggets
Sherman Douglas," $1,100,000.00 ",2000,2001,NJN,Brooklyn Nets
Slavko Vranes," $129,768.00 ",2003,2004,NYK,New York Knicks
Smush Parker," $349,458.00 ",2002,2003,CLE,Cleveland Caveliers
Soumaila Samake," $316,969.00 ",2000,2001,NJN,Brooklyn Nets
Soumaila Samake," $465,850.00 ",2001,2002,CHI,Chicago Bulls
Soumaila Samake," $124,984.00 ",2002,2003,LAL,Los Angeles Lakers
Speedy Claxton," $1,006,200.00 ",2001,2002,PHI,Philadelphia 76ers
Speedy Claxton," $1,076,400.00 ",2002,2003,SAS,San Antonio Spurs
Speedy Claxton," $3,000,000.00 ",2003,2004,GSW,Golden State Warriors
Stacey Augmon," $923,500.00 ",2000,2001,POR,Portland Trail Blazers
Stacey Augmon," $2,400,000.00 ",2001,2002,CHA,Charlotte Hornets
Stacey Augmon," $2,400,000.00 ",2002,2003,NOH,New Orleans Pelicans
Stacey Augmon," $2,400,000.00 ",2003,2004,NOH,New Orleans Pelicans
Stanislav Medvedenko," $316,969.00 ",2000,2001,LAL,Los Angeles Lakers
Stanislav Medvedenko," $465,850.00 ",2001,2002,LAL,Los Angeles Lakers
Stanislav Medvedenko," $1,400,000.00 ",2002,2003,LAL,Los Angeles Lakers
Stanislav Medvedenko," $1,540,000.00 ",2003,2004,LAL,Los Angeles Lakers
Stephen Jackson," $316,969.00 ",2000,2001,NJN,Brooklyn Nets
Stephen Jackson," $590,850.00 ",2001,2002,SAS,San Antonio Spurs
Stephen Jackson," $699,935.00 ",2002,2003,SAS,San Antonio Spurs
Stephen Jackson," $1,000,000.00 ",2003,2004,ATL,Atlanta Hawks
Stephon Marbury," $10,130,000.00 ",2000,2001,NJN,Brooklyn Nets
Stephon Marbury," $11,250,000.00 ",2001,2002,PHO,Phoenix Suns
Stephon Marbury," $12,375,000.00 ",2002,2003,PHO,Phoenix Suns
Stephon Marbury," $13,500,000.00 ",2003,2004,PHO,Phoenix Suns
Steve Blake," $366,931.00 ",2003,2004,WAS,Washington Wizards
Steve Francis," $3,246,960.00 ",2000,2001,HOU,Houston Rockets
Steve Francis," $3,473,520.00 ",2001,2002,HOU,Houston Rockets
Steve Francis," $10,960,000.00 ",2003,2004,HOU,Houston Rockets
Steve Goodrich," $465,850.00 ",2001,2002,NJN,Brooklyn Nets
Steve Kerr," $2,406,250.00 ",2001,2002,POR,Portland Trail Blazers
Steve Kerr," $2,625,000.00 ",2002,2003,SAS,San Antonio Spurs
Steve Nash," $5,500,000.00 ",2000,2001,DAL,Dallas Mavericks
Steve Nash," $5,750,000.00 ",2001,2002,DAL,Dallas Mavericks
Steve Nash," $5,750,000.00 ",2002,2003,DAL,Dallas Mavericks
Steve Smith," $8,100,000.00 ",2000,2001,POR,Portland Trail Blazers
Steve Smith," $9,000,000.00 ",2001,2002,SAS,San Antonio Spurs
Steve Smith," $9,900,000.00 ",2002,2003,SAS,San Antonio Spurs
Steve Smith," $1,070,000.00 ",2003,2004,NOH,New Orleans Pelicans
Steven Hunter," $1,244,880.00 ",2001,2002,ORL,Orlando Magic
Steven Hunter," $1,338,240.00 ",2002,2003,ORL,Orlando Magic
Steven Hunter," $1,431,600.00 ",2003,2004,ORL,Orlando Magic
Stromile Swift," $3,164,280.00 ",2000,2001,MEM,Memphis Grizzlies
Stromile Swift," $3,401,640.00 ",2001,2002,MEM,Memphis Grizzlies
Stromile Swift," $3,639,000.00 ",2002,2003,MEM,Memphis Grizzlies
Stromile Swift," $4,592,418.00 ",2003,2004,MEM,Memphis Grizzlies
T.J. Ford," $2,002,680.00 ",2003,2004,MIL,Milwaukee Bucks
Tamar Slay," $349,458.00 ",2002,2003,NJN,Brooklyn Nets
Tamar Slay," $563,679.00 ",2003,2004,NJN,Brooklyn Nets
Tang Hamilton," $60,881.00 ",2001,2002,MIA,Miami Heat
Tariq Abdul-Wahad," $4,500,000.00 ",2000,2001,DEN,Denver Nuggets
Tariq Abdul-Wahad," $5,062,500.00 ",2001,2002,DEN,Denver Nuggets
Tariq Abdul-Wahad," $5,625,000.00 ",2002,2003,DAL,Dallas Mavericks
Tayshaun Prince," $903,360.00 ",2002,2003,DET,Detroit Pistons
Tayshaun Prince," $971,160.00 ",2003,2004,DET,Detroit Pistons
Terence Morris," $420,000.00 ",2001,2002,HOU,Houston Rockets
Terrance Roberson," $316,969.00 ",2000,2001,CHA,Charlotte Hornets
Terrell Brandon," $8,330,000.00 ",2000,2001,MIN,Minnesota Timberwolves
Terrell Brandon," $9,300,000.00 ",2001,2002,MIN,Minnesota Timberwolves
Terrell Brandon," $10,175,000.00 ",2002,2003,MIN,Minnesota Timberwolves
Terrell Brandon," $11,100,000.00 ",2003,2004,ATL,Atlanta Hawks
Terry Cummings," $2,200,000.00 ",2000,2001,GSW,Golden State Warriors
Terry Davis," $923,500.00 ",2000,2001,DEN,Denver Nuggets
Terry Mills," $1,400,000.00 ",2000,2001,DAL,Dallas Mavericks
Terry Mills," $1,000,000.00 ",2000,2001,IND,Indiana Pacers
Terry Porter," $2,400,000.00 ",2001,2002,SAS,San Antonio Spurs
Theo Ratliff," $9,667,969.00 ",2001,2002,ATL,Atlanta Hawks
Theo Ratliff," $9,375,000.00 ",2002,2003,ATL,Atlanta Hawks
Theo Ratliff," $10,156,250.00 ",2003,2004,ATL,Atlanta Hawks
Theron Smith," $366,931.00 ",2003,2004,MEM,Memphis Grizzlies
Tierre Brown," $332,817.00 ",2001,2002,HOU,Houston Rockets
Tim Duncan," $10,865,250.00 ",2001,2002,SAS,San Antonio Spurs
Tim Duncan," $12,072,500.00 ",2002,2003,SAS,San Antonio Spurs
Tim Duncan," $12,676,125.00 ",2003,2004,SAS,San Antonio Spurs
Tim Hardaway," $12,000,000.00 ",2000,2001,MIA,Miami Heat
Tim Hardaway," $3,360,390.00 ",2001,2002,DAL,Dallas Mavericks
Tim Hardaway," $1,000,000.00 ",2002,2003,DEN,Denver Nuggets
Tim James," $783,120.00 ",2000,2001,CHA,Charlotte Hornets
Tim James," $837,720.00 ",2001,2002,CHA,Charlotte Hornets
Tim James," $105,532.00 ",2001,2002,PHI,Philadelphia 76ers
Tim Thomas," $8,510,000.00 ",2000,2001,MIL,Milwaukee Bucks
Tim Thomas," $9,675,000.00 ",2001,2002,MIL,Milwaukee Bucks
Tim Thomas," $10,750,000.00 ",2002,2003,MIL,Milwaukee Bucks
Tim Thomas," $11,825,000.00 ",2003,2004,MIL,Milwaukee Bucks
Todd Day," $736,000.00 ",2000,2001,MIN,Minnesota Timberwolves
Todd Fuller," $611,000.00 ",2000,2001,MIA,Miami Heat
Todd MacCulloch," $4,538,000.00 ",2001,2002,NJN,Brooklyn Nets
Tom Gugliotta," $9,360,000.00 ",2000,2001,PHO,Phoenix Suns
Tom Gugliotta," $10,114,000.00 ",2001,2002,PHO,Phoenix Suns
Tom Gugliotta," $10,892,000.00 ",2002,2003,PHO,Phoenix Suns
Tom Gugliotta," $11,670,000.00 ",2003,2004,PHO,Phoenix Suns
Tom Hammonds," $1,130,000.00 ",2000,2001,MIN,Minnesota Timberwolves
Tom Hammonds," $1,800,000.00 ",2001,2002,MIN,Minnesota Timberwolves
Toni Kukoc," $7,906,783.00 ",2001,2002,ATL,Atlanta Hawks
Toni Kukoc," $8,050,000.00 ",2002,2003,MIL,Milwaukee Bucks
Toni Kukoc," $9,056,250.00 ",2003,2004,MIL,Milwaukee Bucks
Tony Battie," $3,200,000.00 ",2000,2001,BOS,Boston Celtic
Tony Battie," $3,600,000.00 ",2001,2002,BOS,Boston Celtic
Tony Battie," $4,000,000.00 ",2002,2003,BOS,Boston Celtic
Tony Battie," $4,400,000.00 ",2003,2004,CLE,Cleveland Caveliers
Tony Delk," $2,250,000.00 ",2000,2001,PHO,Phoenix Suns
Tony Delk," $2,475,000.00 ",2001,2002,PHO,Phoenix Suns
Tony Delk," $2,700,000.00 ",2002,2003,BOS,Boston Celtic
Tony Massenburg," $1,360,000.00 ",2000,2001,MEM,Memphis Grizzlies
Tony Massenburg," $1,650,000.00 ",2001,2002,MEM,Memphis Grizzlies
Tony Massenburg," $1,800,000.00 ",2002,2003,MEM,Memphis Grizzlies
Tony Massenburg," $741,098.00 ",2002,2003,UTA,Utah Jazz
Tony Massenburg," $1,070,000.00 ",2003,2004,SAC,Sacramento Kings
Tony Parker," $744,480.00 ",2001,2002,SAS,San Antonio Spurs
Tony Parker," $800,400.00 ",2002,2003,SAS,San Antonio Spurs
Tony Parker," $856,200.00 ",2003,2004,SAS,San Antonio Spurs
Torraye Braggs," $316,969.00 ",2000,2001,DET,Detroit Pistons
Torraye Braggs," $53,697.00 ",2003,2004,HOU,Houston Rockets
Tracy McGrady," $9,660,000.00 ",2000,2001,ORL,Orlando Magic
Tracy McGrady," $10,865,250.00 ",2001,2002,ORL,Orlando Magic
Tracy McGrady," $12,072,500.00 ",2002,2003,ORL,Orlando Magic
Tracy McGrady," $13,279,750.00 ",2003,2004,ORL,Orlando Magic
Tracy Murray," $3,060,000.00 ",2000,2001,DEN,Denver Nuggets
Tracy Murray," $3,400,000.00 ",2001,2002,TOR,Toronto Raptors 
Tracy Murray," $3,740,000.00 ",2002,2003,LAL,Los Angeles Lakers
Tracy Murray," $143,537.00 ",2003,2004,POR,Portland Trail Blazers
Trajan Langdon," $1,500,120.00 ",2000,2001,CLE,Cleveland Caveliers
Trajan Langdon," $1,604,880.00 ",2001,2002,CLE,Cleveland Caveliers
Travis Best," $3,500,000.00 ",2000,2001,IND,Indiana Pacers
Travis Best," $3,375,000.00 ",2001,2002,IND,Indiana Pacers
Travis Best," $1,400,000.00 ",2002,2003,MIA,Miami Heat
Travis Hansen," $366,931.00 ",2003,2004,ATL,Atlanta Hawks
Travis Knight," $3,600,000.00 ",2001,2002,NYK,New York Knicks
Travis Knight," $4,000,000.00 ",2002,2003,NYK,New York Knicks
Travis Knight," $4,402,500.00 ",2003,2004,NYK,New York Knicks
Travis Outlaw," $941,040.00 ",2003,2004,POR,Portland Trail Blazers
Tremaine Fowlkes," $512,435.00 ",2002,2003,LAC,Los Angeles Clippers
Tremaine Fowlkes," $638,679.00 ",2003,2004,DET,Detroit Pistons
Trenton Hassell," $332,817.00 ",2001,2002,CHI,Chicago Bulls
Trenton Hassell," $512,435.00 ",2002,2003,CHI,Chicago Bulls
Trenton Hassell," $638,679.00 ",2003,2004,MIN,Minnesota Timberwolves
Troy Bell," $1,285,440.00 ",2003,2004,MEM,Memphis Grizzlies
Troy Hudson," $523,500.00 ",2000,2001,ORL,Orlando Magic
Troy Hudson," $590,850.00 ",2001,2002,ORL,Orlando Magic
Troy Hudson," $2,000,000.00 ",2002,2003,MIN,Minnesota Timberwolves
Troy Hudson," $2,100,000.00 ",2003,2004,MIN,Minnesota Timberwolves
Troy Murphy," $1,310,400.00 ",2001,2002,GSW,Golden State Warriors
Troy Murphy," $1,408,680.00 ",2002,2003,GSW,Golden State Warriors
Troy Murphy," $1,506,960.00 ",2003,2004,GSW,Golden State Warriors
Tyrone Corbin," $1,000,000.00 ",2000,2001,TOR,Toronto Raptors 
Tyrone Hill," $6,600,000.00 ",2001,2002,CLE,Cleveland Caveliers
Tyrone Hill," $6,600,000.00 ",2002,2003,CLE,Cleveland Caveliers
Tyrone Hill," $221,829.00 ",2003,2004,MIA,Miami Heat
Tyrone Nesby," $2,990,000.00 ",2000,2001,WAS,Washington Wizards
Tyrone Nesby," $3,260,000.00 ",2001,2002,WAS,Washington Wizards
Tyronn Lue," $865,800.00 ",2000,2001,LAL,Los Angeles Lakers
Tyronn Lue," $1,700,000.00 ",2001,2002,WAS,Washington Wizards
Tyronn Lue," $1,870,000.00 ",2002,2003,WAS,Washington Wizards
Tyronn Lue," $1,500,000.00 ",2003,2004,ORL,Orlando Magic
Tyson Chandler," $3,308,160.00 ",2001,2002,CHI,Chicago Bulls
Tyson Chandler," $3,556,200.00 ",2002,2003,CHI,Chicago Bulls
Tyson Chandler," $3,804,360.00 ",2003,2004,CHI,Chicago Bulls
Tyus Edney," $523,500.00 ",2000,2001,IND,Indiana Pacers
Udonis Haslem," $366,931.00 ",2003,2004,MIA,Miami Heat
Vernon Maxwell," $473,000.00 ",2001,2002,NYK,New York Knicks
Victor Alexander," $653,350.00 ",2001,2002,DET,Detroit Pistons
Vin Baker," $10,130,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Vin Baker," $11,250,000.00 ",2001,2002,OKC,Oklahoma City Thunder
Vin Baker," $12,375,000.00 ",2002,2003,BOS,Boston Celtic
Vin Baker," $13,500,000.00 ",2003,2004,BOS,Boston Celtic
Vince Carter," $2,425,440.00 ",2000,2001,TOR,Toronto Raptors 
Vince Carter," $3,073,032.00 ",2001,2002,TOR,Toronto Raptors 
Vince Carter," $10,067,750.00 ",2002,2003,TOR,Toronto Raptors 
Vince Carter," $11,326,219.00 ",2003,2004,TOR,Toronto Raptors 
Vincent Yarbrough," $349,458.00 ",2002,2003,DEN,Denver Nuggets
Vinny Del Negro," $2,100,000.00 ",2000,2001,GSW,Golden State Warriors
Vinny Del Negro," $2,275,000.00 ",2001,2002,LAC,Los Angeles Clippers
Vitaly Potapenko," $4,290,000.00 ",2000,2001,BOS,Boston Celtic
Vitaly Potapenko," $4,762,500.00 ",2001,2002,BOS,Boston Celtic
Vitaly Potapenko," $5,238,750.00 ",2002,2003,OKC,Oklahoma City Thunder
Vitaly Potapenko," $5,715,000.00 ",2003,2004,OKC,Oklahoma City Thunder
Vlade Divac," $9,640,000.00 ",2000,2001,SAC,Sacramento Kings
Vlade Divac," $10,444,642.00 ",2001,2002,SAC,Sacramento Kings
Vlade Divac," $11,248,076.00 ",2002,2003,SAC,Sacramento Kings
Vlade Divac," $12,051,510.00 ",2003,2004,SAC,Sacramento Kings
Vladimir Radmanovic," $1,452,000.00 ",2001,2002,OKC,Oklahoma City Thunder
Vladimir Radmanovic," $1,560,840.00 ",2002,2003,OKC,Oklahoma City Thunder
Vladimir Radmanovic," $1,669,800.00 ",2003,2004,OKC,Oklahoma City Thunder
Vladimir Stepania," $749,160.00 ",2000,2001,TOR,Toronto Raptors 
Vladimir Stepania," $565,850.00 ",2001,2002,MIA,Miami Heat
Vladimir Stepania," $1,350,000.00 ",2002,2003,MIA,Miami Heat
Vladimir Stepania," $751,179.00 ",2003,2004,POR,Portland Trail Blazers
Vonteego Cummings," $757,200.00 ",2000,2001,GSW,Golden State Warriors
Vonteego Cummings," $810,000.00 ",2001,2002,PHI,Philadelphia 76ers
Voshon Lenard," $3,780,000.00 ",2000,2001,DEN,Denver Nuggets
Voshon Lenard," $4,252,435.00 ",2001,2002,DEN,Denver Nuggets
Voshon Lenard," $824,935.00 ",2002,2003,TOR,Toronto Raptors 
Voshon Lenard," $1,200,000.00 ",2003,2004,DEN,Denver Nuggets
Wally Szczerbiak," $2,162,280.00 ",2000,2001,MIN,Minnesota Timberwolves
Wally Szczerbiak," $2,313,240.00 ",2001,2002,MIN,Minnesota Timberwolves
Wally Szczerbiak," $2,933,187.00 ",2002,2003,MIN,Minnesota Timberwolves
Wally Szczerbiak," $8,000,000.00 ",2003,2004,MIN,Minnesota Timberwolves
Walt Williams," $4,250,000.00 ",2000,2001,HOU,Houston Rockets
Walt Williams," $5,000,000.00 ",2001,2002,HOU,Houston Rockets
Walt Williams," $1,030,000.00 ",2002,2003,DAL,Dallas Mavericks
Walter McCarty," $2,670,000.00 ",2000,2001,BOS,Boston Celtic
Walter McCarty," $3,125,000.00 ",2001,2002,BOS,Boston Celtic
Walter McCarty," $762,435.00 ",2002,2003,BOS,Boston Celtic
Walter McCarty," $1,200,000.00 ",2003,2004,BOS,Boston Celtic
Wang Zhizhi," $465,850.00 ",2001,2002,DAL,Dallas Mavericks
Wang Zhizhi," $1,900,000.00 ",2002,2003,LAC,Los Angeles Clippers
Wang Zhizhi," $530,943.00 ",2003,2004,MIA,Miami Heat
Wesley Person," $5,600,000.00 ",2000,2001,CLE,Cleveland Caveliers
Wesley Person," $6,300,000.00 ",2001,2002,CLE,Cleveland Caveliers
Wesley Person," $7,000,000.00 ",2002,2003,MEM,Memphis Grizzlies
Wesley Person," $7,700,000.00 ",2003,2004,POR,Portland Trail Blazers
Will Perdue," $2,250,000.00 ",2000,2001,POR,Portland Trail Blazers
Will Perdue," $1,320,000.00 ",2001,2002,LAC,Los Angeles Clippers
Will Solomon," $332,817.00 ",2001,2002,MEM,Memphis Grizzlies
William Avery," $1,286,160.00 ",2000,2001,MIN,Minnesota Timberwolves
William Avery," $1,375,920.00 ",2001,2002,MIN,Minnesota Timberwolves
William Cunningham," $498,500.00 ",2000,2001,MEM,Memphis Grizzlies
Yao Ming," $4,147,560.00 ",2003,2004,HOU,Houston Rockets
Zach Randolph," $1,019,280.00 ",2001,2002,POR,Portland Trail Blazers
Zach Randolph," $1,095,720.00 ",2002,2003,POR,Portland Trail Blazers
Zach Randolph," $1,172,160.00 ",2003,2004,POR,Portland Trail Blazers
Zan Tabak," $1,200,000.00 ",2000,2001,IND,Indiana Pacers
Zarko Cabarkapa," $1,221,240.00 ",2003,2004,PHO,Phoenix Suns
Zaza Pachulia," $366,931.00 ",2003,2004,ORL,Orlando Magic
Zeljko Rebraca," $3,500,000.00 ",2001,2002,DET,Detroit Pistons
Zeljko Rebraca," $3,850,000.00 ",2002,2003,DET,Detroit Pistons
Zeljko Rebraca," $4,200,000.00 ",2003,2004,DET,Detroit Pistons
Zendon Hamilton," $316,969.00 ",2000,2001,LAC,Los Angeles Clippers
Zendon Hamilton," $465,850.00 ",2001,2002,DEN,Denver Nuggets
Zoran Planinic," $980,280.00 ",2003,2004,NJN,Brooklyn Nets
Zydrunas Ilgauskas," $10,130,000.00 ",2000,2001,CLE,Cleveland Caveliers
Zydrunas Ilgauskas," $11,250,000.00 ",2001,2002,CLE,Cleveland Caveliers
Zydrunas Ilgauskas," $12,375,000.00 ",2002,2003,CLE,Cleveland Caveliers
Zydrunas Ilgauskas," $13,500,000.00 ",2003,2004,CLE,Cleveland Caveliers
