name,salary,start_year,end_year,team,team_full_name
Dalibor Bagaric," $1,599,076.00 ",2003,2004,CHI,Chicago Bulls
Damon Jones," $710,000.00 ",2000,2001,MEM,Memphis Grizzlies
Damon Jones," $565,850.00 ",2001,2002,DET,Detroit Pistons
Damon Jones," $637,435.00 ",2002,2003,SAC,Sacramento Kings
Damon Jones," $751,179.00 ",2003,2004,MIL,Milwaukee Bucks
Damon Stoudamire," $11,250,000.00 ",2000,2001,POR,Portland Trail Blazers
Damon Stoudamire," $12,375,000.00 ",2001,2002,POR,Portland Trail Blazers
Damon Stoudamire," $12,375,000.00 ",2002,2003,POR,Portland Trail Blazers
Damon Stoudamire," $12,375,000.00 ",2003,2004,POR,Portland Trail Blazers
Damone Brown," $332,817.00 ",2001,2002,PHI,Philadelphia 76ers
Damone Brown," $202,508.00 ",2003,2004,NJN,Brooklyn Nets
Dan Dickau," $776,880.00 ",2002,2003,ATL,Atlanta Hawks
Dan Dickau," $835,200.00 ",2003,2004,ATL,Atlanta Hawks
Dan Gadzuric," $349,458.00 ",2002,2003,MIL,Milwaukee Bucks
Dan Gadzuric," $563,679.00 ",2003,2004,MIL,Milwaukee Bucks
Dan Langhi," $316,969.00 ",2000,2001,HOU,Houston Rockets
Dan Langhi," $465,850.00 ",2001,2002,HOU,Houston Rockets
Dan Langhi," $587,435.00 ",2002,2003,PHO,Phoenix Suns
Dan Langhi," $530,943.00 ",2003,2004,MIL,Milwaukee Bucks
Dan Langhi," $72,843.00 ",2003,2004,GSW,Golden State Warriors
Dan Majerle," $4,050,000.00 ",2000,2001,MIA,Miami Heat
Dan Majerle," $1,000,000.00 ",2001,2002,PHO,Phoenix Suns
Dana Barros," $3,700,000.00 ",2000,2001,DET,Detroit Pistons
Dana Barros," $1,600,000.00 ",2001,2002,DET,Detroit Pistons
Daniel Santiago," $316,969.00 ",2000,2001,PHO,Phoenix Suns
Daniel Santiago," $465,850.00 ",2001,2002,PHO,Phoenix Suns
Daniel Santiago," $1,200,000.00 ",2003,2004,MIL,Milwaukee Bucks
Danny Ferry," $1,000,000.00 ",2001,2002,SAS,San Antonio Spurs
Danny Ferry," $4,546,000.00 ",2002,2003,SAS,San Antonio Spurs
Danny Fortson," $3,950,000.00 ",2000,2001,GSW,Golden State Warriors
Danny Fortson," $4,649,534.00 ",2001,2002,GSW,Golden State Warriors
Danny Fortson," $5,039,068.00 ",2002,2003,GSW,Golden State Warriors
Danny Manning," $6,830,000.00 ",2000,2001,MIL,Milwaukee Bucks
Danny Manning," $1,200,000.00 ",2000,2001,UTA,Utah Jazz
Danny Manning," $1,500,000.00 ",2001,2002,DAL,Dallas Mavericks
Danny Manning," $900,000.00 ",2002,2003,DAL,Dallas Mavericks
Darius Miles," $2,841,720.00 ",2000,2001,LAC,Los Angeles Clippers
Darius Miles," $3,054,840.00 ",2001,2002,LAC,Los Angeles Clippers
Darius Miles," $3,267,960.00 ",2002,2003,CLE,Cleveland Caveliers
Darius Miles," $4,130,701.00 ",2003,2004,CLE,Cleveland Caveliers
Darius Songaila," $366,931.00 ",2003,2004,SAC,Sacramento Kings
Darko Milicic," $3,595,800.00 ",2003,2004,DET,Detroit Pistons
Darrell Armstrong," $3,100,000.00 ",2000,2001,ORL,Orlando Magic
Darrell Armstrong," $4,005,000.00 ",2001,2002,ORL,Orlando Magic
Darrell Armstrong," $4,010,000.00 ",2002,2003,ORL,Orlando Magic
Darrell Armstrong," $2,475,000.00 ",2003,2004,NOH,New Orleans Pelicans
Darrick Martin," $673,500.00 ",2000,2001,SAC,Sacramento Kings
Darrick Martin," $778,350.00 ",2001,2002,DAL,Dallas Mavericks
Darvin Ham," $1,700,000.00 ",2000,2001,MIL,Milwaukee Bucks
Darvin Ham," $1,760,000.00 ",2001,2002,MIL,Milwaukee Bucks
Darvin Ham," $699,935.00 ",2002,2003,ATL,Atlanta Hawks
Darvin Ham," $813,679.00 ",2003,2004,DET,Detroit Pistons
David Benoit," $736,000.00 ",2000,2001,UTA,Utah Jazz
David Robinson," $9,500,000.00 ",2001,2002,SAS,San Antonio Spurs
David Robinson," $10,500,000.00 ",2002,2003,SAS,San Antonio Spurs
David Wesley," $2,880,000.00 ",2000,2001,CHA,Charlotte Hornets
David Wesley," $3,240,000.00 ",2001,2002,CHA,Charlotte Hornets
David Wesley," $3,600,000.00 ",2002,2003,NOH,New Orleans Pelicans
David Wesley," $3,960,000.00 ",2003,2004,NOH,New Orleans Pelicans
David West," $1,160,160.00 ",2003,2004,NOH,New Orleans Pelicans
David Wingate," $1,000,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Dean Garrett," $2,880,000.00 ",2000,2001,MIN,Minnesota Timberwolves
Dean Garrett," $3,240,000.00 ",2001,2002,MIN,Minnesota Timberwolves
Dean Oliver," $332,817.00 ",2001,2002,GSW,Golden State Warriors
Dean Oliver," $118,735.00 ",2002,2003,GSW,Golden State Warriors
Dee Brown," $1,000,000.00 ",2000,2001,ORL,Orlando Magic
Dell Curry," $2,000,000.00 ",2000,2001,TOR,Toronto Raptors 
Dell Curry," $2,100,000.00 ",2001,2002,TOR,Toronto Raptors 
Dennis Scott," $1,200,000.00 ",2000,2001,WAS,Washington Wizards
Derek Anderson," $6,495,000.00 ",2001,2002,POR,Portland Trail Blazers
Derek Anderson," $7,144,500.00 ",2002,2003,POR,Portland Trail Blazers
Derek Anderson," $7,794,000.00 ",2003,2004,POR,Portland Trail Blazers
Derek Fisher," $3,380,000.00 ",2000,2001,LAL,Los Angeles Lakers
Derek Fisher," $3,000,000.00 ",2001,2002,LAL,Los Angeles Lakers
Derek Fisher," $3,000,000.00 ",2002,2003,LAL,Los Angeles Lakers
Derek Fisher," $3,000,000.00 ",2003,2004,LAL,Los Angeles Lakers
Derek Strong," $3,510,000.00 ",2000,2001,LAC,Los Angeles Clippers
Derek Strong," $3,861,000.00 ",2001,2002,LAC,Los Angeles Clippers
Derek Strong," $4,212,000.00 ",2002,2003,LAC,Los Angeles Clippers
DerMarr Johnson," $2,107,200.00 ",2000,2001,ATL,Atlanta Hawks
DerMarr Johnson," $2,265,240.00 ",2001,2002,ATL,Atlanta Hawks
DerMarr Johnson," $2,423,280.00 ",2002,2003,ATL,Atlanta Hawks
Derrick Coleman," $8,000,000.00 ",2000,2001,CHA,Charlotte Hornets
Derrick Coleman," $8,710,000.00 ",2001,2002,PHI,Philadelphia 76ers
Derrick Dial," $540,850.00 ",2001,2002,NJN,Brooklyn Nets
Derrick Dial," $32,375.00 ",2003,2004,ORL,Orlando Magic
Derrick McKey," $5,400,000.00 ",2000,2001,IND,Indiana Pacers
Derrick McKey," $6,000,000.00 ",2001,2002,IND,Indiana Pacers
DeSagana Diop," $1,842,480.00 ",2001,2002,CLE,Cleveland Caveliers
DeSagana Diop," $1,980,600.00 ",2002,2003,CLE,Cleveland Caveliers
DeSagana Diop," $2,118,840.00 ",2003,2004,CLE,Cleveland Caveliers
DeShawn Stevenson," $828,120.00 ",2000,2001,UTA,Utah Jazz
DeShawn Stevenson," $890,280.00 ",2001,2002,UTA,Utah Jazz
DeShawn Stevenson," $952,320.00 ",2002,2003,UTA,Utah Jazz
DeShawn Stevenson," $1,616,087.00 ",2003,2004,UTA,Utah Jazz
Desmond Mason," $1,074,720.00 ",2000,2001,OKC,Oklahoma City Thunder
Desmond Mason," $1,155,240.00 ",2001,2002,OKC,Oklahoma City Thunder
Desmond Mason," $1,235,880.00 ",2002,2003,OKC,Oklahoma City Thunder
Desmond Mason," $1,898,312.00 ",2003,2004,MIL,Milwaukee Bucks
Detlef Schrempf," $2,200,000.00 ",2000,2001,POR,Portland Trail Blazers
Devean George," $849,720.00 ",2000,2001,LAL,Los Angeles Lakers
Devean George," $834,250.00 ",2001,2002,LAL,Los Angeles Lakers
Devean George," $4,546,000.00 ",2002,2003,LAL,Los Angeles Lakers
Devean George," $4,546,000.00 ",2003,2004,LAL,Los Angeles Lakers
Devin Brown," $34,946.00 ",2002,2003,SAS,San Antonio Spurs
Devin Brown," $563,679.00 ",2003,2004,SAS,San Antonio Spurs
Dickey Simpkins," $26,190.00 ",2001,2002,ATL,Atlanta Hawks
Dikembe Mutombo," $14,400,000.00 ",2000,2001,ATL,Atlanta Hawks
Dikembe Mutombo," $14,315,790.00 ",2001,2002,PHI,Philadelphia 76ers
Dikembe Mutombo," $16,105,264.00 ",2002,2003,NJN,Brooklyn Nets
Dikembe Mutombo," $13,626,624.00 ",2003,2004,NJN,Brooklyn Nets
Dikembe Mutombo," $4,087,667.00 ",2003,2004,NYK,New York Knicks
Dion Glover," $960,480.00 ",2000,2001,ATL,Atlanta Hawks
Dion Glover," $1,027,440.00 ",2001,2002,ATL,Atlanta Hawks
Dion Glover," $1,584,312.00 ",2002,2003,ATL,Atlanta Hawks
Dion Glover," $1,000,000.00 ",2003,2004,ATL,Atlanta Hawks
Dirk Nowitzki," $1,693,560.00 ",2000,2001,DAL,Dallas Mavericks
Dirk Nowitzki," $2,157,595.00 ",2001,2002,DAL,Dallas Mavericks
Dirk Nowitzki," $10,067,750.00 ",2002,2003,DAL,Dallas Mavericks
Don MacLean," $2,380,000.00 ",2000,2001,HOU,Houston Rockets
Don MacLean," $798,500.00 ",2000,2001,MIA,Miami Heat
Don MacLean," $965,850.00 ",2001,2002,TOR,Toronto Raptors 
Don Reid," $611,000.00 ",2000,2001,ORL,Orlando Magic
Don Reid," $1,000,000.00 ",2001,2002,ORL,Orlando Magic
Don Reid," $1,100,000.00 ",2002,2003,DET,Detroit Pistons
Donnell Harvey," $862,560.00 ",2000,2001,DAL,Dallas Mavericks
Donnell Harvey," $927,360.00 ",2001,2002,DAL,Dallas Mavericks
Donnell Harvey," $992,040.00 ",2002,2003,DEN,Denver Nuggets
Donnell Harvey," $663,679.00 ",2003,2004,PHO,Phoenix Suns
Donyell Marshall," $5,630,000.00 ",2000,2001,UTA,Utah Jazz
Donyell Marshall," $6,510,000.00 ",2001,2002,UTA,Utah Jazz
Donyell Marshall," $4,186,542.00 ",2002,2003,CHI,Chicago Bulls
Donyell Marshall," $1,000,000.00 ",2002,2003,UTA,Utah Jazz
Donyell Marshall," $4,605,196.00 ",2003,2004,TOR,Toronto Raptors 
Doug Christie," $3,140,000.00 ",2000,2001,SAC,Sacramento Kings
Doug Christie," $5,200,000.00 ",2001,2002,SAC,Sacramento Kings
Doug Christie," $6,250,000.00 ",2002,2003,SAC,Sacramento Kings
Doug Christie," $6,900,000.00 ",2003,2004,SAC,Sacramento Kings
Doug Overton," $548,500.00 ",2000,2001,BOS,Boston Celtic
Doug Overton," $104,390.00 ",2003,2004,NJN,Brooklyn Nets
Doug West," $3,680,000.00 ",2000,2001,MEM,Memphis Grizzlies
Dragan Tarlac," $2,500,000.00 ",2000,2001,CHI,Chicago Bulls
Drew Gooden," $2,794,920.00 ",2002,2003,MEM,Memphis Grizzlies
Drew Gooden," $3,004,560.00 ",2003,2004,ORL,Orlando Magic
Duane Causwell," $4,000,000.00 ",2000,2001,MIA,Miami Heat
Dwyane Wade," $2,636,400.00 ",2003,2004,MIA,Miami Heat
Earl Boykins," $498,500.00 ",2000,2001,LAC,Los Angeles Clippers
Earl Boykins," $650,000.00 ",2001,2002,LAC,Los Angeles Clippers
Earl Boykins," $715,000.00 ",2002,2003,LAC,Los Angeles Clippers
Earl Boykins," $528,605.00 ",2002,2003,GSW,Golden State Warriors
Earl Boykins," $2,500,000.00 ",2003,2004,DEN,Denver Nuggets
Earl Watson," $332,817.00 ",2001,2002,OKC,Oklahoma City Thunder
Earl Watson," $1,215,000.00 ",2002,2003,MEM,Memphis Grizzlies
Earl Watson," $1,336,500.00 ",2003,2004,MEM,Memphis Grizzlies
Eddie Griffin," $2,011,080.00 ",2001,2002,HOU,Houston Rockets
Eddie Griffin," $2,312,760.00 ",2003,2004,HOU,Houston Rockets
Eddie House," $316,969.00 ",2000,2001,MIA,Miami Heat
Eddie House," $465,850.00 ",2001,2002,MIA,Miami Heat
Eddie House," $637,435.00 ",2002,2003,MIA,Miami Heat
Eddie Jones," $8,960,000.00 ",2000,2001,MIA,Miami Heat
Eddie Jones," $10,091,250.00 ",2001,2002,MIA,Miami Heat
Eddie Jones," $11,212,500.00 ",2002,2003,MIA,Miami Heat
Eddie Jones," $12,333,750.00 ",2003,2004,MIA,Miami Heat
Eddie Robinson," $600,000.00 ",2000,2001,CHA,Charlotte Hornets
Eddie Robinson," $5,170,000.00 ",2001,2002,CHI,Chicago Bulls
Eddie Robinson," $5,687,000.00 ",2002,2003,CHI,Chicago Bulls
Eddie Robinson," $6,204,000.00 ",2003,2004,CHI,Chicago Bulls
Eddy Curry," $2,678,400.00 ",2001,2002,CHI,Chicago Bulls
Eddy Curry," $2,879,280.00 ",2002,2003,CHI,Chicago Bulls
Eddy Curry," $3,080,160.00 ",2003,2004,CHI,Chicago Bulls
Eduardo Najera," $316,969.00 ",2000,2001,DAL,Dallas Mavericks
Eduardo Najera," $465,850.00 ",2001,2002,DAL,Dallas Mavericks
Eduardo Najera," $3,047,620.00 ",2002,2003,DAL,Dallas Mavericks
Elden Campbell," $8,050,000.00 ",2000,2001,CHA,Charlotte Hornets
Elden Campbell," $7,975,000.00 ",2001,2002,CHA,Charlotte Hornets
Elden Campbell," $8,050,000.00 ",2002,2003,NOH,New Orleans Pelicans
Elden Campbell," $4,000,000.00 ",2003,2004,DET,Detroit Pistons
Eldridge Recasner," $1,200,000.00 ",2000,2001,CHA,Charlotte Hornets
Eldridge Recasner," $1,300,000.00 ",2001,2002,CHA,Charlotte Hornets
Elliot Perry," $1,050,000.00 ",2000,2001,NJN,Brooklyn Nets
Elliot Perry," $94,000.00 ",2000,2001,ORL,Orlando Magic
Elton Brand," $3,629,160.00 ",2000,2001,CHI,Chicago Bulls
Elton Brand," $3,882,360.00 ",2001,2002,LAC,Los Angeles Clippers
Elton Brand," $4,895,656.00 ",2002,2003,LAC,Los Angeles Clippers
Emanual Davis," $610,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Emanual Davis," $715,850.00 ",2001,2002,ATL,Atlanta Hawks
Emanual Davis," $824,935.00 ",2002,2003,ATL,Atlanta Hawks
Eric Montross," $2,240,000.00 ",2000,2001,DET,Detroit Pistons
Eric Montross," $2,480,000.00 ",2001,2002,TOR,Toronto Raptors 
Eric Montross," $2,720,000.00 ",2002,2003,TOR,Toronto Raptors 
Eric Montross," $2,960,000.00 ",2003,2004,TOR,Toronto Raptors 
Eric Murdock," $2,100,000.00 ",2000,2001,DET,Detroit Pistons
Eric Piatkowski," $2,200,000.00 ",2000,2001,LAC,Los Angeles Clippers
Eric Piatkowski," $3,000,000.00 ",2001,2002,LAC,Los Angeles Clippers
Eric Piatkowski," $3,000,000.00 ",2002,2003,LAC,Los Angeles Clippers
Eric Piatkowski," $2,500,000.00 ",2003,2004,HOU,Houston Rockets
Eric Snow," $3,750,000.00 ",2001,2002,PHI,Philadelphia 76ers
Eric Williams," $3,890,000.00 ",2000,2001,BOS,Boston Celtic
Eric Williams," $4,448,000.00 ",2001,2002,BOS,Boston Celtic
Eric Williams," $5,004,000.00 ",2002,2003,BOS,Boston Celtic
Eric Williams," $5,540,000.00 ",2003,2004,CLE,Cleveland Caveliers
Erick Barkley," $712,200.00 ",2000,2001,POR,Portland Trail Blazers
Erick Barkley," $638,000.00 ",2001,2002,POR,Portland Trail Blazers
Erick Barkley," $682,500.00 ",2002,2003,CHI,Chicago Bulls
Erick Dampier," $5,610,000.00 ",2000,2001,GSW,Golden State Warriors
Erick Dampier," $6,235,000.00 ",2001,2002,GSW,Golden State Warriors
Erick Dampier," $6,858,500.00 ",2002,2003,GSW,Golden State Warriors
Erick Dampier," $7,842,000.00 ",2003,2004,GSW,Golden State Warriors
Erick Strickland," $637,415.00 ",2001,2002,BOS,Boston Celtic
Erick Strickland," $762,435.00 ",2002,2003,IND,Indiana Pacers
Erick Strickland," $1,500,000.00 ",2003,2004,MIL,Milwaukee Bucks
Ernest Brown," $332,817.00 ",2001,2002,MIA,Miami Heat
Ervin Johnson," $2,700,000.00 ",2000,2001,MIL,Milwaukee Bucks
Ervin Johnson," $3,670,929.00 ",2001,2002,MIL,Milwaukee Bucks
Ervin Johnson," $3,998,679.00 ",2002,2003,MIL,Milwaukee Bucks
Ervin Johnson," $4,418,156.00 ",2003,2004,MIN,Minnesota Timberwolves
Etan Thomas," $1,388,880.00 ",2000,2001,DAL,Dallas Mavericks
Etan Thomas," $1,493,040.00 ",2001,2002,WAS,Washington Wizards
Etan Thomas," $1,597,200.00 ",2002,2003,WAS,Washington Wizards
Etan Thomas," $2,200,942.00 ",2003,2004,WAS,Washington Wizards
Etdrick Bohannon," $523,500.00 ",2000,2001,LAC,Los Angeles Clippers
Evan Eschmeyer," $423,500.00 ",2000,2001,NJN,Brooklyn Nets
Evan Eschmeyer," $3,038,000.00 ",2001,2002,DAL,Dallas Mavericks
Evan Eschmeyer," $3,103,800.00 ",2002,2003,DAL,Dallas Mavericks
Evan Eschmeyer," $3,017,266.00 ",2003,2004,GSW,Golden State Warriors
Felipe Lopez," $831,120.00 ",2000,2001,WAS,Washington Wizards
Felipe Lopez," $565,850.00 ",2001,2002,MIN,Minnesota Timberwolves
Felipe Lopez," $637,435.00 ",2002,2003,MIN,Minnesota Timberwolves
Felton Spencer," $1,000,000.00 ",2001,2002,NYK,New York Knicks
Francisco Elson," $366,931.00 ",2003,2004,DEN,Denver Nuggets
Frank Williams," $832,560.00 ",2002,2003,NYK,New York Knicks
Frank Williams," $894,960.00 ",2003,2004,NYK,New York Knicks
Fred Hoiberg," $880,000.00 ",2000,2001,CHI,Chicago Bulls
Fred Hoiberg," $1,600,000.00 ",2001,2002,CHI,Chicago Bulls
Fred Hoiberg," $1,400,000.00 ",2002,2003,CHI,Chicago Bulls
Fred Hoiberg," $938,679.00 ",2003,2004,MIN,Minnesota Timberwolves
Fred Jones," $1,367,400.00 ",2002,2003,IND,Indiana Pacers
Fred Jones," $1,506,000.00 ",2003,2004,IND,Indiana Pacers
Garth Joseph," $316,969.00 ",2000,2001,TOR,Toronto Raptors 
Gary Grant," $1,000,000.00 ",2000,2001,POR,Portland Trail Blazers
Gary Grant," $316,969.00 ",2000,2001,CLE,Cleveland Caveliers
Gary Payton," $12,200,000.00 ",2000,2001,OKC,Oklahoma City Thunder
Gary Payton," $12,926,493.00 ",2001,2002,OKC,Oklahoma City Thunder
Gary Payton," $12,636,117.00 ",2002,2003,OKC,Oklahoma City Thunder
Gary Payton," $4,917,000.00 ",2003,2004,LAL,Los Angeles Lakers
Gary Trent," $2,400,000.00 ",2000,2001,DAL,Dallas Mavericks
Gary Trent," $715,850.00 ",2001,2002,MIN,Minnesota Timberwolves
Gary Trent," $824,935.00 ",2002,2003,MIN,Minnesota Timberwolves
Gary Trent," $938,679.00 ",2003,2004,MIN,Minnesota Timberwolves
George Lynch," $2,400,000.00 ",2001,2002,CHA,Charlotte Hornets
George Lynch," $2,600,000.00 ",2002,2003,NOH,New Orleans Pelicans
George Lynch," $2,800,000.00 ",2003,2004,NOH,New Orleans Pelicans
George McCloud," $2,200,000.00 ",2000,2001,DEN,Denver Nuggets
George McCloud," $2,400,000.00 ",2001,2002,DEN,Denver Nuggets
George McCloud," $2,599,900.00 ",2002,2003,WAS,Washington Wizards
Gerald Wallace," $797,880.00 ",2001,2002,SAC,Sacramento Kings
Gerald Wallace," $857,760.00 ",2002,2003,SAC,Sacramento Kings
Gerald Wallace," $917,520.00 ",2003,2004,SAC,Sacramento Kings
Gerard King," $489,500.00 ",2000,2001,WAS,Washington Wizards
Gilbert Arenas," $332,817.00 ",2001,2002,GSW,Golden State Warriors
Gilbert Arenas," $512,435.00 ",2002,2003,GSW,Golden State Warriors
Gilbert Arenas," $8,536,000.00 ",2003,2004,WAS,Washington Wizards
Glen Rice," $8,800,000.00 ",2001,2002,HOU,Houston Rockets
Glen Rice," $6,815,000.00 ",2003,2004,UTA,Utah Jazz
Glenn Robinson," $8,120,000.00 ",2000,2001,MIL,Milwaukee Bucks
Glenn Robinson," $8,990,000.00 ",2001,2002,MIL,Milwaukee Bucks
Glenn Robinson," $9,860,000.00 ",2002,2003,ATL,Atlanta Hawks
Gordan Giricek," $1,400,000.00 ",2002,2003,MEM,Memphis Grizzlies
Gordan Giricek," $1,540,000.00 ",2003,2004,ORL,Orlando Magic
Grant Hill," $9,660,000.00 ",2000,2001,ORL,Orlando Magic
Grant Hill," $10,865,250.00 ",2001,2002,ORL,Orlando Magic
Grant Hill," $12,072,500.00 ",2002,2003,ORL,Orlando Magic
Grant Hill," $13,279,750.00 ",2003,2004,ORL,Orlando Magic
Grant Long," $2,200,000.00 ",2000,2001,MEM,Memphis Grizzlies
Grant Long," $2,400,000.00 ",2001,2002,MEM,Memphis Grizzlies
Greg Anthony," $3,500,000.00 ",2000,2001,POR,Portland Trail Blazers
Greg Anthony," $3,000,000.00 ",2001,2002,CHI,Chicago Bulls
Greg Anthony," $1,500,000.00 ",2002,2003,CHI,Chicago Bulls
Greg Buckner," $1,100,000.00 ",2000,2001,DAL,Dallas Mavericks
Greg Buckner," $1,200,000.00 ",2001,2002,DAL,Dallas Mavericks
Greg Foster," $1,760,000.00 ",2000,2001,LAL,Los Angeles Lakers
Greg Foster," $1,764,247.00 ",2001,2002,MIL,Milwaukee Bucks
Greg Foster," $401,951.00 ",2002,2003,TOR,Toronto Raptors 
Greg Minor," $3,240,000.00 ",2000,2001,BOS,Boston Celtic
Greg Ostertag," $5,200,000.00 ",2000,2001,UTA,Utah Jazz
Greg Ostertag," $6,933,328.00 ",2001,2002,UTA,Utah Jazz
Greg Ostertag," $7,799,996.00 ",2002,2003,UTA,Utah Jazz
Greg Ostertag," $8,666,666.00 ",2003,2004,UTA,Utah Jazz
Guy Rucker," $34,946.00 ",2002,2003,GSW,Golden State Warriors
Hakeem Olajuwon," $16,700,000.00 ",2000,2001,HOU,Houston Rockets
Hakeem Olajuwon," $5,061,539.00 ",2001,2002,TOR,Toronto Raptors 
Hakeem Olajuwon," $5,694,231.00 ",2002,2003,TOR,Toronto Raptors 
Hakeem Olajuwon," $6,326,923.00 ",2003,2004,TOR,Toronto Raptors 
Hanno Mottola," $316,969.00 ",2000,2001,ATL,Atlanta Hawks
Hanno Mottola," $465,850.00 ",2001,2002,ATL,Atlanta Hawks
Harold Jamison," $600,000.00 ",2001,2002,LAC,Los Angeles Clippers
Hedo Turkoglu," $1,131,240.00 ",2000,2001,SAC,Sacramento Kings
Hedo Turkoglu," $1,216,080.00 ",2001,2002,SAC,Sacramento Kings
Hedo Turkoglu," $1,300,920.00 ",2002,2003,SAC,Sacramento Kings
Hedo Turkoglu," $1,995,611.00 ",2003,2004,SAS,San Antonio Spurs
Hersey Hawkins," $3,560,000.00 ",2000,2001,CHI,Chicago Bulls
Hersey Hawkins," $1,200,000.00 ",2000,2001,CHA,Charlotte Hornets
Horace Grant," $6,500,000.00 ",2000,2001,LAL,Los Angeles Lakers
Horace Grant," $2,419,580.00 ",2001,2002,ORL,Orlando Magic
Horace Grant," $2,661,538.00 ",2002,2003,ORL,Orlando Magic
Horace Grant," $1,070,000.00 ",2003,2004,LAL,Los Angeles Lakers
Hot Rod Williams," $2,100,000.00 ",2000,2001,BOS,Boston Celtic
Howard Eisley," $4,250,000.00 ",2000,2001,DAL,Dallas Mavericks
Howard Eisley," $4,781,250.00 ",2001,2002,NYK,New York Knicks
Howard Eisley," $5,312,500.00 ",2002,2003,NYK,New York Knicks
Howard Eisley," $5,843,750.00 ",2003,2004,NYK,New York Knicks
Hubert Davis," $2,100,000.00 ",2000,2001,DAL,Dallas Mavericks
Hubert Davis," $2,418,750.00 ",2001,2002,WAS,Washington Wizards
Hubert Davis," $2,687,500.00 ",2002,2003,DET,Detroit Pistons
Hubert Davis," $2,956,250.00 ",2003,2004,DET,Detroit Pistons
Igor Rakocevic," $349,458.00 ",2002,2003,MIN,Minnesota Timberwolves
Ira Bowman," $19,787.00 ",2001,2002,PHI,Philadelphia 76ers
Ira Newble," $587,435.00 ",2002,2003,ATL,Atlanta Hawks
Ira Newble," $2,458,500.00 ",2003,2004,CLE,Cleveland Caveliers
Isaac Austin," $5,500,000.00 ",2000,2001,MEM,Memphis Grizzlies
Isaac Austin," $5,695,715.00 ",2001,2002,MEM,Memphis Grizzlies
Isaiah Rider," $736,000.00 ",2000,2001,LAL,Los Angeles Lakers
Isaiah Rider," $112,797.00 ",2001,2002,DEN,Denver Nuggets
J.R. Bremer," $349,458.00 ",2002,2003,BOS,Boston Celtic
J.R. Bremer," $563,679.00 ",2003,2004,CLE,Cleveland Caveliers
J.R. Reid," $2,200,000.00 ",2000,2001,CLE,Cleveland Caveliers
J.R. Reid," $800,000.00 ",2002,2003,CLE,Cleveland Caveliers
Jabari Smith," $316,969.00 ",2000,2001,SAC,Sacramento Kings
Jabari Smith," $465,850.00 ",2001,2002,SAC,Sacramento Kings
Jabari Smith," $638,679.00 ",2003,2004,SAC,Sacramento Kings
Jacque Vaughn," $1,500,000.00 ",2000,2001,UTA,Utah Jazz
Jacque Vaughn," $590,850.00 ",2001,2002,ATL,Atlanta Hawks
Jacque Vaughn," $699,935.00 ",2002,2003,ORL,Orlando Magic
Jacque Vaughn," $813,679.00 ",2003,2004,ATL,Atlanta Hawks
Jahidi White," $3,922,000.00 ",2000,2001,WAS,Washington Wizards
Jahidi White," $4,413,375.00 ",2001,2002,WAS,Washington Wizards
Jahidi White," $4,903,750.00 ",2002,2003,WAS,Washington Wizards
Jahidi White," $5,676,091.00 ",2003,2004,PHO,Phoenix Suns
Jake Tsakalidis," $763,200.00 ",2000,2001,PHO,Phoenix Suns
Jake Tsakalidis," $820,400.00 ",2001,2002,PHO,Phoenix Suns
